"No.","Time","Source","Destination","Protocol","Length","Info"
"696","20.764893548","172.17.60.181","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"697","20.765620011","fe80::60c9:9cff:feda:da8d","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"698","20.772728460","172.17.60.181","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"699","20.773823545","fe80::60c9:9cff:feda:da8d","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"700","20.774836741","172.17.60.181","224.0.0.251","MDNS","119","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"701","20.775910955","fe80::60c9:9cff:feda:da8d","ff02::fb","MDNS","139","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"702","20.779535020","fe80::60c9:9cff:feda:da8d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"703","20.779538219","172.17.60.181","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"704","20.994377743","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#20] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486643695 TSecr=1867237542"
"705","20.997202825","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","182","Standard query response 0x0000 PTR Saraâ\200\231s MacBook Air._airplay._tcp.local PTR 0AE23E33325A@Saraâ\200\231s MacBook Air._raop._tcp.local"
"706","20.997354311","172.17.60.181","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"707","20.997368366","172.17.61.78","224.0.0.251","MDNS","162","Standard query response 0x0000 PTR Saraâ\200\231s MacBook Air._airplay._tcp.local PTR 0AE23E33325A@Saraâ\200\231s MacBook Air._raop._tcp.local"
"708","20.997712325","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#20] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867238566 TSecr=3486572934"
"709","21.160388409","172.17.60.71","224.0.0.251","MDNS","638","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"710","21.160390576","172.17.60.47","224.0.0.251","MDNS","270","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question"
"711","21.171355148","fe80::c:a439:6f3:b24c","ff02::fb","MDNS","658","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"712","21.195932794","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.252? Tell 172.17.60.1"
"713","21.251847407","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.207? Tell 172.17.60.1"
"714","21.306906664","fe80::60c9:9cff:feda:da8d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"715","21.360507702","172.17.60.47","224.0.0.251","MDNS","1039","Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR 0X1622â\200\231s MacBook Air._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 0EB82583C07A@0X1622â\200\231s MacBook Air._raop._tcp.local SRV, cache flush 0 0 7000 0X1622-2.local SRV, cache flush 0 0 7000 0X1622-2.local TXT, cache flush PTR _asquic._udp.local PTR B8314519-4DC0-43EF-A475-2A115632F7F4._asquic._udp.local SRV, cache flush 0 0 63603 0X1622-2.local A, cache flush 172.17.60.47 NSEC, cache flush 0X1622â\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush 0EB82583C07A@0X1622â\200\231s MacBook Air._raop._tcp.local NSEC, cache flush B8314519-4DC0-43EF-A475-2A115632F7F4._asquic._udp.local NSEC, cache flush 0X1622-2.local"
"716","21.535032549","172.17.61.200","3.7.13.58","TLSv1.2","141","Application Data"
"717","21.535891651","172.17.61.200","3.7.13.58","TLSv1.2","141","Application Data"
"718","21.536857169","172.17.61.200","3.7.13.58","TLSv1.2","141","Application Data"
"719","21.537326076","172.17.61.200","3.7.13.58","TLSv1.2","141","Application Data"
"720","21.537709320","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"721","21.537716998","172.17.61.183","224.0.0.251","MDNS","135","Standard query 0x0006 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _44ED731B._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"722","21.537802421","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"723","21.538418566","fe80::1c20:55ff:fe83:e68","ff02::fb","MDNS","155","Standard query 0x0006 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _44ED731B._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"724","21.538701101","3.7.13.58","172.17.61.200","TCP","66","443  >  60048 [ACK] Seq=113 Ack=259 Win=362 Len=0 TSval=3744539549 TSecr=1764751000"
"725","21.538811488","3.7.13.58","172.17.61.200","TCP","66","443  >  60068 [ACK] Seq=113 Ack=259 Win=317 Len=0 TSval=3744539549 TSecr=1764751001"
"726","21.540161039","3.7.13.58","172.17.61.200","TCP","66","443  >  58864 [ACK] Seq=1177 Ack=259 Win=317 Len=0 TSval=3744539549 TSecr=1764751002"
"727","21.540187275","3.7.13.58","172.17.61.200","TCP","66","443  >  60052 [ACK] Seq=113 Ack=259 Win=340 Len=0 TSval=3744539550 TSecr=1764751003"
"728","21.781357817","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"729","21.782111375","172.17.61.100","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"730","21.785628257","172.17.60.181","224.0.0.251","MDNS","119","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"731","21.788274726","fe80::60c9:9cff:feda:da8d","ff02::fb","MDNS","139","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"732","21.822653074","172.17.60.47","172.17.61.255","BROWSER","240","Browser Election Request"
"733","21.981203829","fe80::4f2:f484:ab9d:e0a5","ff02::2","ICMPv6","70","Router Solicitation from 3a:f7:2a:72:dd:be"
"734","22.019295190","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#21] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486644720 TSecr=1867238566"
"735","22.021082478","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#21] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867239590 TSecr=3486572934"
"736","22.048520815","172.17.60.71","224.0.0.251","MDNS","638","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"737","22.049347623","fe80::c:a439:6f3:b24c","ff02::fb","MDNS","658","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"738","22.053038714","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.207? Tell 172.17.60.1"
"739","22.096151694","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"740","22.096152571","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.252? Tell 172.17.60.1"
"741","22.107889162","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"742","22.108087978","172.17.61.78","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"743","22.192171830","172.17.61.100","224.0.0.251","MDNS","78","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"744","22.193222931","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","98","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"745","22.261717661","172.17.61.200","57.144.151.32","TLSv1.2","149","Application Data"
"746","22.263341912","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=680 Ack=2455 Win=4821 Len=0 TSval=3716204355 TSecr=1538967087"
"747","22.290329264","172.17.61.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"748","22.414692266","172.17.61.200","142.250.182.238","TLSv1.2","4165","Application Data"
"749","22.416974762","172.17.61.200","142.250.182.238","TLSv1.2","373","Application Data"
"750","22.417155352","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"751","22.418448734","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=9912 Win=17218 Len=0 TSval=3636823010 TSecr=51436144"
"752","22.418449558","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=11360 Win=17241 Len=0 TSval=3636823010 TSecr=51436144"
"753","22.418449680","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=12563 Win=17263 Len=0 TSval=3636823010 TSecr=51436144"
"754","22.419084474","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=12870 Win=17263 Len=0 TSval=3636823011 TSecr=51436146"
"755","22.469602479","172.17.61.200","142.250.182.238","TLSv1.2","4947","Application Data"
"756","22.470295225","172.17.61.200","142.250.182.238","TLSv1.2","192","Application Data"
"757","22.471291245","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=14318 Win=17286 Len=0 TSval=3636823063 TSecr=51436199"
"758","22.471292213","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=15766 Win=17309 Len=0 TSval=3636823063 TSecr=51436199"
"759","22.471613123","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=17214 Win=17331 Len=0 TSval=3636823063 TSecr=51436199"
"760","22.471614158","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=17751 Win=17331 Len=0 TSval=3636823063 TSecr=51436199"
"761","22.471614270","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=17877 Win=17331 Len=0 TSval=3636823064 TSecr=51436200"
"762","22.472945082","172.17.61.200","142.250.182.238","TLSv1.2","4710","Application Data"
"763","22.474454838","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=19325 Win=17354 Len=0 TSval=3636823066 TSecr=51436202"
"764","22.474900779","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=20773 Win=17376 Len=0 TSval=3636823067 TSecr=51436202"
"765","22.475355912","172.17.61.200","142.250.182.238","TLSv1.2","4166","Application Data"
"766","22.475491635","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=22221 Win=17399 Len=0 TSval=3636823067 TSecr=51436202"
"767","22.475491813","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=22521 Win=17399 Len=0 TSval=3636823067 TSecr=51436202"
"768","22.475535024","172.17.61.200","142.250.182.238","TLSv1.2","499","Application Data, Application Data"
"769","22.477180803","172.17.61.200","142.250.193.138","TLSv1.2","3614","Application Data"
"770","22.477711292","172.17.61.200","142.250.193.138","TLSv1.2","7306","Application Data, Application Data, Application Data"
"771","22.477760849","172.17.61.200","142.250.193.138","TLSv1.2","178","Application Data"
"772","22.477966353","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=23969 Win=17422 Len=0 TSval=3636823069 TSecr=51436205"
"773","22.477966845","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=25417 Win=17444 Len=0 TSval=3636823069 TSecr=51436205"
"774","22.477966943","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=26621 Win=17467 Len=0 TSval=3636823069 TSecr=51436205"
"775","22.477967044","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=27054 Win=17467 Len=0 TSval=3636823069 TSecr=51436205"
"776","22.481882738","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=1449 Win=2783 Len=0 TSval=3050097754 TSecr=3877024343"
"777","22.481883444","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=2897 Win=2806 Len=0 TSval=3050097754 TSecr=3877024343"
"778","22.481883532","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=3549 Win=2829 Len=0 TSval=3050097754 TSecr=3877024343"
"779","22.481883618","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=4997 Win=2851 Len=0 TSval=3050097755 TSecr=3877024344"
"780","22.481883703","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=6445 Win=2874 Len=0 TSval=3050097755 TSecr=3877024344"
"781","22.481883789","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=7893 Win=2896 Len=0 TSval=3050097755 TSecr=3877024344"
"782","22.481883875","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=9341 Win=2919 Len=0 TSval=3050097755 TSecr=3877024344"
"783","22.481883962","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=10789 Win=2942 Len=0 TSval=3050097755 TSecr=3877024344"
"784","22.481979062","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1 Ack=10901 Win=2942 Len=0 TSval=3050097755 TSecr=3877024344"
"785","22.505372558","142.250.193.138","172.17.61.200","TLSv1.2","105","Application Data"
"786","22.546292389","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10901 Ack=40 Win=43 Len=0 TSval=3877024413 TSecr=3050097780"
"787","22.624188290","fe80::70f1:cdff:fe6f:2296","ff02::2","ICMPv6","70","Router Solicitation from 72:f1:cd:6f:22:96"
"788","22.632355723","142.250.193.138","172.17.61.200","TLSv1.2","1057","Application Data"
"789","22.632356161","142.250.193.138","172.17.61.200","TLSv1.2","278","Application Data"
"790","22.632356244","142.250.193.138","172.17.61.200","TLSv1.2","97","Application Data"
"791","22.632356331","142.250.193.138","172.17.61.200","TLSv1.2","105","Application Data"
"792","22.632437181","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10901 Ack=1031 Win=43 Len=0 TSval=3877024499 TSecr=3050097907"
"793","22.632475467","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10901 Ack=1243 Win=43 Len=0 TSval=3877024499 TSecr=3050097907"
"794","22.632489308","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10901 Ack=1274 Win=43 Len=0 TSval=3877024499 TSecr=3050097907"
"795","22.632502457","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10901 Ack=1313 Win=43 Len=0 TSval=3877024499 TSecr=3050097907"
"796","22.640148573","172.17.61.200","142.250.193.138","TLSv1.2","101","Application Data"
"797","22.640224376","172.17.61.200","142.250.193.138","TLSv1.2","105","Application Data"
"798","22.641714084","142.250.193.138","172.17.61.200","TCP","66","443  >  57044 [ACK] Seq=1313 Ack=10975 Win=2942 Len=0 TSval=3050097916 TSecr=3877024506"
"799","22.681538179","142.250.193.138","172.17.61.200","TLSv1.2","1227","Application Data, Application Data, Application Data"
"800","22.710550324","fe80::2038:ebff:fe69:d613","ff02::fb","MDNS","506","Standard query response 0x0000 PTR, cache flush Android_B51M36WC.local AAAA, cache flush fe80::2038:ebff:fe69:d613 PTR, cache flush Android_B51M36WC.local A, cache flush 172.17.60.90 PTR I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_B51M36WC.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 3.1.6.D.9.6.E.F.F.F.B.E.8.3.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_B51M36WC.local NSEC, cache flush 90.60.17.172.in-addr.arpa NSEC, cache flush I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local"
"801","22.712517741","172.17.60.90","224.0.0.251","MDNS","486","Standard query response 0x0000 PTR, cache flush Android_B51M36WC.local AAAA, cache flush fe80::2038:ebff:fe69:d613 PTR, cache flush Android_B51M36WC.local A, cache flush 172.17.60.90 PTR I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_B51M36WC.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 3.1.6.D.9.6.E.F.F.F.B.E.8.3.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_B51M36WC.local NSEC, cache flush 90.60.17.172.in-addr.arpa NSEC, cache flush I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local"
"802","22.722398446","172.17.61.200","142.250.193.138","TCP","66","57044  >  443 [ACK] Seq=10975 Ack=2474 Win=42 Len=0 TSval=3877024589 TSecr=3050097956"
"803","22.789566502","fe80::60c9:9cff:feda:da8d","ff02::fb","MDNS","139","Standard query 0x0003 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"804","22.791626136","172.17.60.181","224.0.0.251","MDNS","119","Standard query 0x0003 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"805","22.851490024","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.207? Tell 172.17.60.1"
"806","22.896765465","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"807","22.979781923","142.250.182.238","172.17.61.200","TLSv1.2","1046","Application Data"
"808","22.979782738","142.250.182.238","172.17.61.200","TLSv1.2","354","Application Data"
"809","22.979782811","142.250.182.238","172.17.61.200","TLSv1.2","105","Application Data"
"810","22.980098363","172.17.61.200","142.250.182.238","TCP","66","47756  >  443 [ACK] Seq=27054 Ack=3820 Win=129 Len=0 TSval=51436709 TSecr=3636823562"
"811","22.987506208","172.17.61.200","142.250.182.238","TLSv1.2","101","Application Data"
"812","22.987613513","172.17.61.200","142.250.182.238","TLSv1.2","105","Application Data"
"813","22.996313330","172.17.61.200","142.250.182.238","TCP","105","[TCP Retransmission] 47756  >  443 [PSH, ACK] Seq=27089 Ack=3820 Win=129 Len=39 TSval=51436726 TSecr=3636823562"
"814","22.997595436","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=3820 Ack=27089 Win=17467 Len=0 TSval=3636823583 TSecr=51436717"
"815","22.997596988","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=3820 Ack=27128 Win=17467 Len=0 TSval=3636823583 TSecr=51436717"
"816","23.006564072","142.250.182.238","172.17.61.200","TCP","78","[TCP Dup ACK 815#1] 443  >  47756 [ACK] Seq=3820 Ack=27128 Win=17467 Len=0 TSval=3636823590 TSecr=51436726 SLE=27089 SRE=27128"
"817","23.023096471","142.250.182.238","172.17.61.200","TLSv1.2","371","Application Data, Application Data, Application Data"
"818","23.028778144","172.17.61.200","142.250.182.238","TLSv1.2","105","Application Data"
"819","23.042353980","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#22] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486645743 TSecr=1867239590"
"820","23.048035618","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#22] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867240613 TSecr=3486572934"
"821","23.050853729","142.250.182.238","172.17.61.200","TLSv1.2","287","Application Data, Application Data"
"822","23.091313811","172.17.61.200","142.250.182.238","TCP","66","47756  >  443 [ACK] Seq=27167 Ack=4346 Win=129 Len=0 TSval=51436821 TSecr=3636823640"
"823","23.170406366","172.17.61.200","142.250.183.238","TCP","66","44654  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3743490021 TSecr=2721243217"
"824","23.171299315","172.17.61.200","142.251.43.170","TCP","66","43322  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=827082172 TSecr=4182183765"
"825","23.171357938","172.17.61.200","20.42.72.131","TCP","66","55422  >  443 [ACK] Seq=1 Ack=1 Win=57 Len=0 TSval=843415872 TSecr=2735778173"
"826","23.171435718","fe80::bccd:1ac9:2422:f139","ff02::2","ICMPv6","70","Router Solicitation from 10:3f:44:1b:2d:33"
"827","23.172525308","142.250.183.238","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  44654 [ACK] Seq=1 Ack=2 Win=476 Len=0 TSval=2721288273 TSecr=3743309589"
"828","23.173195090","142.251.43.170","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  43322 [ACK] Seq=1 Ack=2 Win=1154 Len=0 TSval=4182229119 TSecr=827036817"
"829","23.173571657","20.42.72.131","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  55422 [ACK] Seq=1 Ack=2 Win=30725 Len=0 TSval=2735823474 TSecr=843370571"
"830","23.236625856","172.17.60.49","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"831","23.414413898","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"832","23.414460501","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.84? Tell 172.17.60.1"
"833","23.414459539","142.250.182.238","172.17.61.200","TLSv1.2","1047","Application Data"
"834","23.414460281","142.250.182.238","172.17.61.200","TLSv1.2","485","Application Data"
"835","23.414460423","142.250.182.238","172.17.61.200","TLSv1.2","105","Application Data"
"836","23.414460952","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"837","23.414550788","172.17.61.200","142.250.182.238","TCP","66","47756  >  443 [ACK] Seq=27167 Ack=5327 Win=129 Len=0 TSval=51437144 TSecr=3636823968"
"838","23.414603432","172.17.61.200","142.250.182.238","TCP","66","47756  >  443 [ACK] Seq=27167 Ack=5746 Win=129 Len=0 TSval=51437144 TSecr=3636823969"
